actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2018-12-09 23:28 CET,1,very good,traffic,177,ALEGA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,9.4,0,CHMI,2,3.1,1,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,traffic,0,ALERA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,6.3,0,Letiste Pr,5,5.8,1,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,suburban,216,ALIBA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,9.9,60.2,CHMI,6.4,4.9,3.3,1.3,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,traffic,0,APRUA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,11.9,0,CHMI,6,4.8,0,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,0,Incomplete data,urban,0,AREPA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,0,0,CHMI,0,,0,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,suburban,0,ARERA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,5.5,0,ZU Usti nL,4,4.8,3,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,urban,0,ARIEA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,10.9,60,CHMI,5,5.6,3,1.3,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,traffic,0,ASMIA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,Praha 5-Smichov,12.8,0,CHMI,12,6.3,7,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,0,Incomplete data,urban,0,ASROA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ASROA,50.07515,14.472661,Praha 10-Srobarova,0,0,SZU,1,1.8,1,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,urban,0,ASTOA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ASTOA,50.046131,14.331413,Praha 5-Stodulky,0,65.6,CHMI,8,3.7,13,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,suburban,0,ASUCA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ASUCA,50.12653,14.384639,Praha 6-Suchdol,0,65.4,CHMI,5,3.5,0,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,traffic,0,AVRSA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,AVRSA,50.066429,14.446152,Praha 10-Vrsovice,0,0,CHMI,17,5.8,0,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,traffic,0,AVYNA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,AVYNA,50.11108,14.503096,Praha 9-Vysocany,10.1,56.9,CHMI,1,6.3,0,0,2018-12-09 23:28:00.0
2018-12-09 22:47 CET,1,very good,urban,0,ABREA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,7.7,0,CHMI,14,4.2,0,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,urban,0,ACHOA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,6.5,0,CHMI,14,3.4,0,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,2,good,traffic,0,AKALA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,27.7,0,CHMI,11,6.5,0,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,suburban,0,AKOBA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,7.3,57.1,CHMI,8,4.7,0,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,traffic,182,ALEGA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,11.5,0,CHMI,3,3.2,2,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,traffic,0,ALERA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,10.5,0,Letiste Pr,5,5.7,4,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,suburban,215,ALIBA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,13.4,56.1,CHMI,8.4,4.8,5.6,1.3,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,traffic,0,APRUA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,15.3,0,CHMI,9,4.6,0,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,0,Incomplete data,urban,0,AREPA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,0,0,CHMI,0,,0,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,suburban,0,ARERA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,6.7,0,ZU Usti nL,5,4.8,4,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,urban,0,ARIEA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,12.1,60.2,CHMI,7,5.6,5,1.3,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,traffic,0,ASMIA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,Praha 5-Smichov,17.8,0,CHMI,5,6,9,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,urban,0,ASROA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ASROA,50.07515,14.472661,Praha 10-Srobarova,11.1,0,SZU,1,1.8,1,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,urban,0,ASTOA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ASTOA,50.046131,14.331413,Praha 5-Stodulky,0,,CHMI,11,3.5,4,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,suburban,0,ASUCA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ASUCA,50.12653,14.384639,Praha 6-Suchdol,0,66.4,CHMI,9,3.3,0,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,traffic,0,AVRSA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,AVRSA,50.066429,14.446152,Praha 10-Vrsovice,0,0,CHMI,12,5.3,0,0,2018-12-09 22:47:00.0
2018-12-09 22:47 CET,1,very good,traffic,0,AVYNA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,AVYNA,50.11108,14.503096,Praha 9-Vysocany,15.1,52.1,CHMI,11,6.4,0,0,2018-12-09 22:47:00.0
2018-12-09 22:24 CET,1,very good,urban,0,ABREA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,7.7,0,CHMI,14,4.2,0,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,urban,0,ACHOA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,6.5,0,CHMI,14,3.4,0,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,2,good,traffic,0,AKALA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,27.7,0,CHMI,11,6.5,0,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,suburban,0,AKOBA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,7.3,57.1,CHMI,8,4.7,0,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,traffic,182,ALEGA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,11.5,0,CHMI,3,3.2,2,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,traffic,0,ALERA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,10.5,0,Letiste Pr,5,5.7,4,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,suburban,215,ALIBA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,13.4,56.1,CHMI,8.4,4.8,5.6,1.3,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,traffic,0,APRUA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,15.3,0,CHMI,9,4.6,0,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,0,Incomplete data,urban,0,AREPA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,0,0,CHMI,0,,0,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,suburban,0,ARERA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,6.7,0,ZU Usti nL,5,4.8,4,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,urban,0,ARIEA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,12.1,60.2,CHMI,7,5.6,5,1.3,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,traffic,0,ASMIA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,Praha 5-Smichov,17.8,0,CHMI,5,6,9,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,urban,0,ASROA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ASROA,50.07515,14.472661,Praha 10-Srobarova,11.1,0,SZU,1,1.8,1,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,urban,0,ASTOA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ASTOA,50.046131,14.331413,Praha 5-Stodulky,0,,CHMI,11,3.5,4,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,suburban,0,ASUCA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,ASUCA,50.12653,14.384639,Praha 6-Suchdol,0,66.4,CHMI,9,3.3,0,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,traffic,0,AVRSA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,AVRSA,50.066429,14.446152,Praha 10-Vrsovice,0,0,CHMI,12,5.3,0,0,2018-12-09 22:24:00.0
2018-12-09 22:24 CET,1,very good,traffic,0,AVYNA,2018-12-09 20:00:00.0 UTC,2018-12-09 21:00:00.0 UTC,airqualityreports,AVYNA,50.11108,14.503096,Praha 9-Vysocany,15.1,52.1,CHMI,11,6.4,0,0,2018-12-09 22:24:00.0
2018-12-09 21:47 CET,1,very good,urban,0,ABREA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,10.3,0,CHMI,2,3.8,0,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,urban,0,ACHOA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,9.6,0,CHMI,1,3.2,0,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,2,good,traffic,0,AKALA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,28.5,0,CHMI,5,6.3,0,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,suburban,0,AKOBA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,8.2,57.9,CHMI,7,4.5,0,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,traffic,187,ALEGA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,14.5,0,CHMI,3,3.3,2,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,traffic,0,ALERA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,10.9,0,Letiste Pr,8,5.6,5,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,suburban,213,ALIBA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,7.5,61.8,CHMI,3.5,4.6,8.3,1.3,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,traffic,0,APRUA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,17.8,0,CHMI,16,4.3,0,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,0,Incomplete data,urban,0,AREPA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,0,0,CHMI,0,,0,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,suburban,0,ARERA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,7.3,0,ZU Usti nL,5,4.7,3,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,urban,0,ARIEA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,14.2,57.3,CHMI,13,5.5,7,1.3,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,traffic,0,ASMIA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,Praha 5-Smichov,17.2,0,CHMI,7,6.3,12,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,urban,0,ASROA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ASROA,50.07515,14.472661,Praha 10-Srobarova,14.7,0,SZU,2,1.8,1,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,urban,0,ASTOA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ASTOA,50.046131,14.331413,Praha 5-Stodulky,0,64.4,CHMI,10,3.3,5,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,suburban,0,ASUCA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ASUCA,50.12653,14.384639,Praha 6-Suchdol,0,66.4,CHMI,16,3,0,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,traffic,0,AVRSA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,AVRSA,50.066429,14.446152,Praha 10-Vrsovice,0,0,CHMI,11,4.9,0,0,2018-12-09 21:47:00.0
2018-12-09 21:47 CET,1,very good,traffic,0,AVYNA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,AVYNA,50.11108,14.503096,Praha 9-Vysocany,16.1,52.5,CHMI,13,6.1,0,0,2018-12-09 21:47:00.0
2018-12-09 21:24 CET,1,very good,urban,0,ABREA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,10.3,0,CHMI,2,3.8,0,0,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,1,very good,urban,0,ACHOA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,9.6,0,CHMI,1,3.2,0,0,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,2,good,traffic,0,AKALA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,28.5,0,CHMI,5,6.3,0,0,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,1,very good,suburban,0,AKOBA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,8.2,57.9,CHMI,7,4.5,0,0,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,1,very good,traffic,187,ALEGA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,14.5,0,CHMI,3,3.3,2,0,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,1,very good,traffic,0,ALERA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,10.9,0,Letiste Pr,8,5.6,5,0,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,1,very good,suburban,213,ALIBA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,7.5,61.8,CHMI,3.5,4.6,8.3,1.3,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,1,very good,traffic,0,APRUA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,17.8,0,CHMI,16,4.3,0,0,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,0,Incomplete data,urban,0,AREPA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,0,0,CHMI,0,,0,0,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,1,very good,suburban,0,ARERA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,7.3,0,ZU Usti nL,5,4.7,3,0,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,1,very good,urban,0,ARIEA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,14.2,57.3,CHMI,13,5.5,7,1.3,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,1,very good,traffic,0,ASMIA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,Praha 5-Smichov,17.2,0,CHMI,7,6.3,12,0,2018-12-09 21:24:00.0
2018-12-09 21:24 CET,1,very good,urban,0,ASROA,2018-12-09 19:00:00.0 UTC,2018-12-09 20:00:00.0 UTC,airqualityreports,ASROA,50.07515,14.472661,Praha 10-Srobarova,14.7,0,SZU,2,1.8,1,0,2018-12-09 21:24:00.0
