actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2019-03-26 23:48 CET,1,very good,urban,0,ABREA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,21.6,0,CHMI,10,10.3,0,0,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,1,very good,urban,0,ACHOA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,11.1,0,CHMI,9,11.8,0,0,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,1,very good,traffic,0,AKALA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,12.2,0,CHMI,9,13.6,0,0,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,2,good,suburban,0,AKOBA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,9.9,67.4,CHMI,21,11.3,0,0,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,1,very good,traffic,266,ALEGA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,24.1,0,CHMI,9,10.8,7,0,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,1,very good,traffic,0,ALERA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,11.1,0,Letiste Pr,14,15.3,8,0,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,1,very good,suburban,195,ALIBA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,7.5,71.6,CHMI,3.6,9.1,3.2,1.3,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,1,very good,traffic,0,APRUA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,20.1,0,CHMI,11,13.9,0,0,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,1,very good,urban,0,AREPA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,22.4,0,CHMI,11,14.8,0,0,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,1,very good,suburban,0,ARERA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,10.1,0,ZU Usti nL,11,14.5,9,0,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,1,very good,urban,0,ARIEA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,16.6,60.8,CHMI,4,12.3,2,1.3,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,1,very good,traffic,0,ASMIA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,Praha 5-Smichov,10.7,0,CHMI,11,16.7,4,0,2019-03-26 23:48:00.0
2019-03-26 23:48 CET,1,very good,urban,0,ASROA,2019-03-26 21:00:00.0 UTC,2019-03-26 22:00:00.0 UTC,airqualityreports,ASROA,50.07515,14.472661,Praha 10-Srobarova,10.5,0,SZU,6,8.4,5,0,2019-03-26 23:48:00.0
